expectation_name,system,code,ucum_code,low,high
Hematocrit [Volume Fraction] of Blood between 0.0 and 50.0 m,http://www.ama-assn.org/go/cpt,85014,m,0.0,50.0
C-reactive protein measurement between 1.0 and 18.0 mg,http://www.ama-assn.org/go/cpt,86141,mg,1.0,18.0
Complement C4 [Mass/volume] in Serum or Plasma between 1.0 and 2.0 g/L,http://www.ama-assn.org/go/cpt,86160,g/L,1.0,2.0
Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 [U]/L,http://www.ama-assn.org/go/cpt,84450,[U]/L,5.0,2000.0
Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 ug/dL,http://www.ama-assn.org/go/cpt,84460,ug/dL,5.0,2000.0
European house dust mite IgE Ab [Units/volume] in Serum between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,86003,%,0.0,100.0
C reactive protein [Mass/volume] in Serum or Plasma between 0.0 and 5.0 mg/dL,http://www.ama-assn.org/go/cpt,86140,mg/dL,0.0,5.0
Cancer Ag 125 [Units/volume] in Serum or Plasma between 1.0 and 628.0 [U]/mL,http://www.ama-assn.org/go/cpt,86304,[U]/mL,1.0,628.0
Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 %,http://www.ama-assn.org/go/cpt,84450,%,5.0,2000.0
Cancer Ag 125 [Units/volume] in Serum or Plasma between 1.0 and 628.0 umol/L,http://www.ama-assn.org/go/cpt,86304,umol/L,1.0,628.0
Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 ug/L,http://www.ama-assn.org/go/cpt,84460,ug/L,5.0,2000.0
Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 g/dL,http://www.ama-assn.org/go/cpt,84460,g/dL,5.0,2000.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 50.0 mg/dL,http://www.ama-assn.org/go/cpt,85014,mg/dL,0.0,50.0
Bermuda grass IgE Ab [Units/volume] in Serum between 1.0 and 12.0 10*3/uL,http://www.ama-assn.org/go/cpt,86003,10*3/uL,1.0,12.0
Soybean IgE Ab [Units/volume] in Serum between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,86003,%,0.0,100.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 50.0 mL,http://www.ama-assn.org/go/cpt,85014,mL,0.0,50.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 40.0 L,http://www.ama-assn.org/go/cpt,85014,L,0.0,40.0
Valproate [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 ug/mL,http://www.ama-assn.org/go/cpt,80164,ug/mL,0.0,1000.0
Acetaminophen [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 ug/mL,http://www.ama-assn.org/go/cpt,82003,ug/mL,0.0,1000.0
Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma between 0.0 and 100.0 ng/mL,http://www.ama-assn.org/go/cpt,82105,ng/mL,0.0,100.0
Lithium [Mass/volume] in Serum or Plasma between 0.0 and 3.0 ug/mL,http://www.ama-assn.org/go/cpt,80178,ug/mL,0.0,3.0
Calcium.ionized [Mass/volume] in Blood between 1.0 and 7.0 mg/dL,http://www.ama-assn.org/go/cpt,82330,mg/dL,1.0,7.0
"Carbon dioxide, total [Moles/volume] in Serum or Plasma between 360.0 and 1000.0 mg/dL",http://www.ama-assn.org/go/cpt,82374,mg/dL,360.0,1000.0
Ferritin [Mass/volume] in Serum or Plasma between 0.0 and 500.0 ug/L,http://www.ama-assn.org/go/cpt,82728,ug/L,0.0,500.0
Iron [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 umol/L,http://www.ama-assn.org/go/cpt,83540,umol/L,0.0,1000.0
Lipase [Enzymatic activity/volume] in Serum or Plasma between 0.01 and 120.0 [U]/L,http://www.ama-assn.org/go/cpt,83690,[U]/L,0.01,120.0
Magnesium [Mass/volume] in Serum or Plasma between 0.0 and 3.0 mg/dL,http://www.ama-assn.org/go/cpt,83735,mg/dL,0.0,3.0
Osmolality of Serum or Plasma between 220.0 and 420.0 mmol/kg,http://www.ama-assn.org/go/cpt,83930,mmol/kg,220.0,420.0
Bilirubin.direct [Mass/volume] in Serum or Plasma between 4.2 and 107.0 mmol/L,http://www.ama-assn.org/go/cpt,82248,mmol/L,4.2,107.0
Calcium.ionized [Mass/volume] in Blood between 1.0 and 3.0 mmol/L,http://www.ama-assn.org/go/cpt,82330,mmol/L,1.0,3.0
Creatinine [Mass/volume] in Serum or Plasma between 44.0 and 294.0 mL/min/1.73.m2,http://www.ama-assn.org/go/cpt,82565,mL/min/1.73.m2,44.0,294.0
Iron [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,83540,%,0.0,100.0
Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma between 4.2 and 37.0 g/dL,http://www.ama-assn.org/go/cpt,84075,g/dL,4.2,37.0
Calcium [Mass/volume] in Serum or Plasma between 7.0 and 13.0 mg/mL,http://www.ama-assn.org/go/cpt,82310,mg/mL,7.0,13.0
Ceruloplasmin [Mass/volume] in Serum or Plasma between 1.0 and 2.0 g/L,http://www.ama-assn.org/go/cpt,82390,g/L,1.0,2.0
Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma between 10.0 and 60.0 [U],http://www.ama-assn.org/go/cpt,82977,[U],10.0,60.0
Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma between 20.0 and 731.0 [U]/L,http://www.ama-assn.org/go/cpt,84075,[U]/L,20.0,731.0
Bicarbonate [Moles/volume] in Venous blood between 18.0 and 47.0 10*-3.eq/L,http://www.ama-assn.org/go/cpt,82374,10*-3.eq/L,18.0,47.0
Calcium [Mass/volume] in Serum or Plasma between 7.0 and 13.0 mg/dL,http://www.ama-assn.org/go/cpt,82310,mg/dL,7.0,13.0
Calcium.ionized [Moles/volume] in Blood between 1.0 and 9.0 mg/dL,http://www.ama-assn.org/go/cpt,82330,mg/dL,1.0,9.0
Chloride [Moles/volume] in Serum or Plasma between 2.0 and 37.0 g/dL,http://www.ama-assn.org/go/cpt,82435,g/dL,2.0,37.0
Cholesterol [Mass/volume] in Serum or Plasma between 90.0 and 400.0 mg/dL,http://www.ama-assn.org/go/cpt,82465,mg/dL,90.0,400.0
Creatinine measurement between 10.0 and 200.0 umol/L,http://www.ama-assn.org/go/cpt,82565,umol/L,10.0,200.0
Prostate specific Ag [Mass/volume] in Serum or Plasma between 0.0 and 20.0 ng/mL,http://www.ama-assn.org/go/cpt,84153,ng/mL,0.0,20.0
Sex hormone binding globulin [Moles/volume] in Serum or Plasma between 0.01 and 200.0 nmol/L,http://www.ama-assn.org/go/cpt,84270,nmol/L,0.01,200.0
Triglyceride [Mass/volume] in Serum or Plasma between 40.0 and 1000.0 mg/dL,http://www.ama-assn.org/go/cpt,84478,mg/dL,40.0,1000.0
Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma between 1.0 and 100.0 pg/mL,http://www.ama-assn.org/go/cpt,84481,pg/mL,1.0,100.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 0.5 L/L,http://www.ama-assn.org/go/cpt,85014,L/L,0.0,0.5
Protein [Mass/volume] in Serum or Plasma between 0.0 and 100.0 g/L,http://www.ama-assn.org/go/cpt,84155,g/L,0.0,100.0
Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma between 100.0 and 1000.0 pg/dL,http://www.ama-assn.org/go/cpt,84481,pg/dL,100.0,1000.0
C reactive protein [Mass/volume] in Serum or Plasma between 50.0 and 2300.0 pmol/L,http://www.ama-assn.org/go/cpt,84681,pmol/L,50.0,2300.0
European house dust mite IgE Ab [Units/volume] in Serum between 0.0 and 40.0 10*3.[U]/L,http://www.ama-assn.org/go/cpt,86003,10*3.[U]/L,0.0,40.0
Complement C4 [Mass/volume] in Serum or Plasma between 15.0 and 601.0 mg/L,http://www.ama-assn.org/go/cpt,86160,mg/L,15.0,601.0
Thyrotropin [Units/volume] in Serum or Plasma between 0.1 and 20.0 10*-6.[U]/mL,http://www.ama-assn.org/go/cpt,84443,10*-6.[U]/mL,0.1,20.0
C-reactive protein measurement between 1.0 and 18.0 mg,http://www.ama-assn.org/go/cpt,86140,mg,1.0,18.0
Thyroxine (T4) [Mass/volume] in Serum or Plasma between 0.1 and 10.0 g/dL,http://www.ama-assn.org/go/cpt,84436,g/dL,0.1,10.0
Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 mmol/L,http://www.ama-assn.org/go/cpt,84460,mmol/L,5.0,2000.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 100.0 %{vol},http://www.ama-assn.org/go/cpt,85014,%{vol},0.0,100.0
Peanut IgE Ab [Units/volume] in Serum between 4.0 and 1000.0 %,http://www.ama-assn.org/go/cpt,86003,%,4.0,1000.0
Complement C3 [Mass/volume] in Serum or Plasma between 560.0 and 2000.0 mg/L,http://www.ama-assn.org/go/cpt,86160,mg/L,560.0,2000.0
American house dust mite IgE Ab [Units/volume] in Serum between 1.0 and 88.0 10*3/uL,http://www.ama-assn.org/go/cpt,86003,10*3/uL,1.0,88.0
Estradiol (E2) [Mass/volume] in Serum or Plasma between 0.0 and 40000.0 pg/mL,http://www.ama-assn.org/go/cpt,82670,pg/mL,0.0,40000.0
Carcinoembryonic Ag [Mass/volume] in Serum or Plasma between 1.0 and 6.0 [U],http://www.ama-assn.org/go/cpt,82378,[U],1.0,6.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 50.0 fL,http://www.ama-assn.org/go/cpt,85014,fL,0.0,50.0
Tacrolimus [Mass/volume] in Blood between 0.0 and 51.0 ng/mL,http://www.ama-assn.org/go/cpt,80197,ng/mL,0.0,51.0
Creatine kinase.MB [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 ng/mL,http://www.ama-assn.org/go/cpt,82553,ng/mL,0.0,1000.0
Ferritin [Mass/volume] in Serum or Plasma between 0.01 and 400.0 ng/mL,http://www.ama-assn.org/go/cpt,82728,ng/mL,0.01,400.0
Glucose [Mass/volume] in Cerebral spinal fluid between 1.0 and 100.0 mg/dL,http://www.ama-assn.org/go/cpt,82945,mg/dL,1.0,100.0
Iron binding capacity [Mass/volume] in Serum or Plasma between 0.01 and 500.0 ug/dL,http://www.ama-assn.org/go/cpt,83550,ug/dL,0.01,500.0
Serum total cholesterol measurement between 50.0 and 500.0 mg/dL,http://www.ama-assn.org/go/cpt,82465,mg/dL,50.0,500.0
Creatine kinase [Enzymatic activity/volume] in Serum or Plasma between 1.0 and 455.0 ng/mL,http://www.ama-assn.org/go/cpt,82550,ng/mL,1.0,455.0
Potassium [Moles/volume] in Serum or Plasma between 3.0 and 8.0 10*-3.eq/L,http://www.ama-assn.org/go/cpt,84132,10*-3.eq/L,3.0,8.0
Lithium [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 mmol/L,http://www.ama-assn.org/go/cpt,80178,mmol/L,0.0,1000.0
Fasting glucose [Mass/volume] in Serum or Plasma between 50.0 and 500.0 mg/dL,http://www.ama-assn.org/go/cpt,82947,mg/dL,50.0,500.0
Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma between 0.01 and 80.0 [U]/L,http://www.ama-assn.org/go/cpt,82977,[U]/L,0.01,80.0
Osmolality of Urine between 100.0 and 1000.0 mosm,http://www.ama-assn.org/go/cpt,83935,mosm,100.0,1000.0
Estradiol (E2) [Mass/volume] in Serum or Plasma between 0.0 and 500.0 ng/L,http://www.ama-assn.org/go/cpt,82670,ng/L,0.0,500.0
Beta-2-Microglobulin [Mass/volume] in Serum or Plasma between 0.01 and 6.0 g/dL,http://www.ama-assn.org/go/cpt,82232,g/dL,0.01,6.0
Bicarbonate [Moles/volume] in Venous blood between 18.0 and 47.0 mmol/L,http://www.ama-assn.org/go/cpt,82374,mmol/L,18.0,47.0
Beta-2-Microglobulin [Mass/volume] in Serum or Plasma between 0.01 and 60.0 g/L,http://www.ama-assn.org/go/cpt,82232,g/L,0.01,60.0
Calcium.ionized [Moles/volume] in Blood between 1.0 and 4.0 mmol/L,http://www.ama-assn.org/go/cpt,82330,mmol/L,1.0,4.0
Progesterone [Mass/volume] in Serum or Plasma between 0.0 and 10.0 ng/mL,http://www.ama-assn.org/go/cpt,84144,ng/mL,0.0,10.0
Prostate Specific Ag Free [Mass/volume] in Serum or Plasma between 0.0 and 10.0 ng/mL,http://www.ama-assn.org/go/cpt,84154,ng/mL,0.0,10.0
Complement C4 [Mass/volume] in Serum or Plasma between 15.0 and 1000.0 mg/dL,http://www.ama-assn.org/go/cpt,86160,mg/dL,15.0,1000.0
Prostate specific Ag [Mass/volume] in Serum or Plasma between 0.0 and 6.0 ug/L,http://www.ama-assn.org/go/cpt,84153,ug/L,0.0,6.0
Cancer Ag 125 [Units/volume] in Serum or Plasma between 1.0 and 628.0 10*3.[U]/L,http://www.ama-assn.org/go/cpt,86304,10*3.[U]/L,1.0,628.0
Complement C3 [Mass/volume] in Serum or Plasma between 30.0 and 1000.0 mg/dL,http://www.ama-assn.org/go/cpt,86160,mg/dL,30.0,1000.0
Complement C3 [Mass/volume] in Serum or Plasma between 1.0 and 4.0 g/L,http://www.ama-assn.org/go/cpt,86160,g/L,1.0,4.0
Alanine aminotransferase measurement between 5.0 and 2000.0 [U],http://www.ama-assn.org/go/cpt,84460,[U],5.0,2000.0
Creatinine [Mass/volume] in Serum or Plasma between 3.5 and 142.0 mmol/L,http://www.ama-assn.org/go/cpt,82565,mmol/L,3.5,142.0
Cancer Ag 125 [Units/volume] in Serum or Plasma between 1.0 and 628.0 [iU]/mL,http://www.ama-assn.org/go/cpt,86304,[iU]/mL,1.0,628.0
Calcium.ionized [Mass/volume] in Blood between 1.0 and 13.0 10*-3.eq/L,http://www.ama-assn.org/go/cpt,82330,10*-3.eq/L,1.0,13.0
Cholesterol in LDL [Mass/volume] in Serum or Plasma by Direct assay between 418.0 and 2500.0 nmol/L,http://www.ama-assn.org/go/cpt,83721,nmol/L,418.0,2500.0
Fasting glucose [Mass/volume] in Serum or Plasma between 50.0 and 200.0 ng/mL,http://www.ama-assn.org/go/cpt,82947,ng/mL,50.0,200.0
Total cholesterol measurement between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,82465,%,0.0,100.0
Creatine kinase [Enzymatic activity/volume] in Serum or Plasma between 3.0 and 1000.0 [U]/L,http://www.ama-assn.org/go/cpt,82550,[U]/L,3.0,1000.0
Albumin [Mass/volume] in Serum or Plasma between 1.0 and 18.0 g/L,http://www.ama-assn.org/go/cpt,82040,g/L,1.0,18.0
Beta-2-Microglobulin [Mass/volume] in Serum or Plasma between 0.01 and 11.0 mg/L,http://www.ama-assn.org/go/cpt,82232,mg/L,0.01,11.0
Calcium [Mass/volume] in Serum or Plasma between 7.0 and 13.0 pg/mL,http://www.ama-assn.org/go/cpt,82310,pg/mL,7.0,13.0
Total cholesterol measurement between 50.0 and 500.0 mg/dL,http://www.ama-assn.org/go/cpt,82465,mg/dL,50.0,500.0
Creatinine [Mass/volume] in Urine between 17.0 and 500.0 mg/dL,http://www.ama-assn.org/go/cpt,82570,mg/dL,17.0,500.0
Testosterone [Mass/volume] in Serum or Plasma between 5.0 and 1000.0 ng/dL,http://www.ama-assn.org/go/cpt,84403,ng/dL,5.0,1000.0
Thyroxine (T4) [Mass/volume] in Serum or Plasma between 0.1 and 10.0 mg/dL,http://www.ama-assn.org/go/cpt,84436,mg/dL,0.1,10.0
Thyroxine (T4) free [Mass/volume] in Serum or Plasma between 0.1 and 100.0 ng/dL,http://www.ama-assn.org/go/cpt,84439,ng/dL,0.1,100.0
Urate [Mass/volume] in Serum or Plasma between 1.0 and 10.0 mg/dL,http://www.ama-assn.org/go/cpt,84550,mg/dL,1.0,10.0
Prothrombin time (PT) between 3.0 and 170.0 s,http://www.ama-assn.org/go/cpt,85610,s,3.0,170.0
Rheumatoid factor [Units/volume] in Serum by Nephelometry between 0.0 and 100.0 [iU]/mL,http://www.ama-assn.org/go/cpt,86431,[iU]/mL,0.0,100.0
Thyrotropin [Units/volume] in Serum or Plasma between 0.1 and 20.0 10*-3.[iU]/L,http://www.ama-assn.org/go/cpt,84443,10*-3.[iU]/L,0.1,20.0
Rheumatoid factor [Units/volume] in Serum by Nephelometry between 0.0 and 1000.0 [iU]/L,http://www.ama-assn.org/go/cpt,86431,[iU]/L,0.0,1000.0
Triglyceride [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,84478,%,0.0,100.0
Transferrin [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,84466,%,0.0,100.0
Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 [U]/L,http://www.ama-assn.org/go/cpt,84460,[U]/L,5.0,2000.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 40.0 mg,http://www.ama-assn.org/go/cpt,85014,mg,0.0,40.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 0.5 {ratio},http://www.ama-assn.org/go/cpt,85014,{ratio},0.0,0.5
Hematocrit [Volume Fraction] of Blood between 0.0 and 40.0 [lb_us],http://www.ama-assn.org/go/cpt,85014,[lb_us],0.0,40.0
Digoxin [Mass/volume] in Serum or Plasma between 0.0 and 2.0 ng/mL,http://www.ama-assn.org/go/cpt,80162,ng/mL,0.0,2.0
Beta-2-Microglobulin [Mass/volume] in Serum or Plasma between 0.01 and 6.0 ug/mL,http://www.ama-assn.org/go/cpt,82232,ug/mL,0.01,6.0
Calcitriol [Mass/volume] in Serum or Plasma between 1.0 and 160.0 pg/mL,http://www.ama-assn.org/go/cpt,82652,pg/mL,1.0,160.0
Osmolality of Urine between 100.0 and 1000.0 mosm/L,http://www.ama-assn.org/go/cpt,83935,mosm/L,100.0,1000.0
Digoxin [Mass/volume] in Serum or Plasma between 0.0 and 2.0 ug/L,http://www.ama-assn.org/go/cpt,80162,ug/L,0.0,2.0
Albumin [Mass/volume] in Serum or Plasma between 1.0 and 18.0 g/dL,http://www.ama-assn.org/go/cpt,82040,g/dL,1.0,18.0
Magnesium [Mass/volume] in Serum or Plasma between 0.0 and 3.0 mmol/L,http://www.ama-assn.org/go/cpt,83735,mmol/L,0.0,3.0
Bilirubin.total [Moles/volume] in Serum or Plasma between 0.01 and 11.0 mg/dL,http://www.ama-assn.org/go/cpt,82247,mg/dL,0.01,11.0
Creatinine measurement between 0.1 and 5.0 mg/dL,http://www.ama-assn.org/go/cpt,82565,mg/dL,0.1,5.0
aPTT in Platelet poor plasma by Coagulation assay between 18.0 and 60.0 s,http://www.ama-assn.org/go/cpt,85730,s,18.0,60.0
Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 %,http://www.ama-assn.org/go/cpt,84460,%,5.0,2000.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 50.0 [U],http://www.ama-assn.org/go/cpt,85014,[U],0.0,50.0
Beta-2-Microglobulin [Mass/volume] in Serum or Plasma between 100.0 and 6000.0 ng/mL,http://www.ama-assn.org/go/cpt,82232,ng/mL,100.0,6000.0
Creatinine [Mass/volume] in Blood between 0.1 and 5.0 mg/dL,http://www.ama-assn.org/go/cpt,82565,mg/dL,0.1,5.0
Calcitriol [Mass/volume] in Serum or Plasma between 11.0 and 81.0 ng/mL,http://www.ama-assn.org/go/cpt,82652,ng/mL,11.0,81.0
"Carbon dioxide, total [Moles/volume] in Serum or Plasma between 232.0 and 1000.0 /uL",http://www.ama-assn.org/go/cpt,82374,/uL,232.0,1000.0
Creatinine [Mass/volume] in Urine between 2.0 and 706.0 ng/mL,http://www.ama-assn.org/go/cpt,82570,ng/mL,2.0,706.0
Creatinine measurement between 10.0 and 30.0 mg/L,http://www.ama-assn.org/go/cpt,82565,mg/L,10.0,30.0
Prostate specific Ag [Mass/volume] in Serum or Plasma between 0.0 and 60.0 ng/dL,http://www.ama-assn.org/go/cpt,84153,ng/dL,0.0,60.0
Urate [Mass/volume] in Serum or Plasma between 0.001 and 0.01 g/dL,http://www.ama-assn.org/go/cpt,84550,g/dL,0.001,0.01
Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 g/dL,http://www.ama-assn.org/go/cpt,84450,g/dL,5.0,2000.0
Alternaria alternata IgE Ab [Units/volume] in Serum between 1.0 and 39.0 10*3/uL,http://www.ama-assn.org/go/cpt,86003,10*3/uL,1.0,39.0
Hematocrit [Volume Fraction] of Blood between 1.0 and 50.0 %,http://www.ama-assn.org/go/cpt,85014,%,1.0,50.0
Creatinine [Mass/time] in 24 hour Urine between 1.0 and 1000.0 g/(24.h),http://www.ama-assn.org/go/cpt,82570,g/(24.h),1.0,1000.0
Transferrin [Mass/volume] in Serum or Plasma between 0.0 and 100.0 umol/L,http://www.ama-assn.org/go/cpt,84466,umol/L,0.0,100.0
Phenytoin [Mass/volume] in Serum or Plasma between 0.0 and 40.0 ug/mL,http://www.ama-assn.org/go/cpt,80185,ug/mL,0.0,40.0
Haptoglobin [Mass/volume] in Serum or Plasma between 0.01 and 500.0 mg/dL,http://www.ama-assn.org/go/cpt,83010,mg/dL,0.01,500.0
Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma between 1.0 and 236.0 mg/dL,http://www.ama-assn.org/go/cpt,84075,mg/dL,1.0,236.0
European house dust mite IgE Ab [Units/volume] in Serum between 0.0 and 20.0 10*3/uL,http://www.ama-assn.org/go/cpt,86003,10*3/uL,0.0,20.0
C reactive protein [Mass/volume] in Serum or Plasma between 0.0 and 24.0 mg/L,http://www.ama-assn.org/go/cpt,86140,mg/L,0.0,24.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 40.0 g/dL,http://www.ama-assn.org/go/cpt,85014,g/dL,0.0,40.0
Carcinoembryonic Ag [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 ug/L,http://www.ama-assn.org/go/cpt,82378,ug/L,0.0,1000.0
Lithium [Mass/volume] in Serum or Plasma between 0.0 and 150.0 10*-3.eq/L,http://www.ama-assn.org/go/cpt,80178,10*-3.eq/L,0.0,150.0
Carcinoembryonic Ag [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 ng/mL,http://www.ama-assn.org/go/cpt,82378,ng/mL,0.0,1000.0
Amiodarone [Mass/volume] in Serum or Plasma between 1.0 and 6.0 mg/L,http://www.ama-assn.org/go/cpt,80299,mg/L,1.0,6.0
Beta-2-Microglobulin [Mass/volume] in Serum or Plasma between 0.01 and 60.0 mg/dL,http://www.ama-assn.org/go/cpt,82232,mg/dL,0.01,60.0
Bilirubin.direct [Mass/volume] in Serum or Plasma between 1.0 and 35.0 g/dL,http://www.ama-assn.org/go/cpt,82248,g/dL,1.0,35.0
Thyrotropin [Units/volume] in Serum or Plasma between 0.001 and 100.0 10*-3.[U]/L,http://www.ama-assn.org/go/cpt,84443,10*-3.[U]/L,0.001,100.0
Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 [iU]/L,http://www.ama-assn.org/go/cpt,84460,[iU]/L,5.0,2000.0
C-reactive protein measurement between 0.0 and 544.0 mg/L,http://www.ama-assn.org/go/cpt,86140,mg/L,0.0,544.0
Triiodothyronine resin uptake (T3RU) in Serum or Plasma between 20.0 and 40.0 %,http://www.ama-assn.org/go/cpt,84479,%,20.0,40.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 250.0 10*3/mm3,http://www.ama-assn.org/go/cpt,85014,10*3/mm3,0.0,250.0
White Oak IgE Ab [Units/volume] in Serum between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,86003,%,0.0,100.0
Cholesterol in LDL [Mass/volume] in Serum or Plasma by Direct assay between 1.0 and 400.0 mg/dL,http://www.ama-assn.org/go/cpt,83721,mg/dL,1.0,400.0
DNA double strand Ab [Units/volume] in Serum between 0.0 and 1000.0 [iU]/mL,http://www.ama-assn.org/go/cpt,86225,[iU]/mL,0.0,1000.0
C-reactive protein measurement between 0.0 and 544.0 mg/L,http://www.ama-assn.org/go/cpt,86141,mg/L,0.0,544.0
Calcium [Moles/volume] in Serum or Plasma between 8.0 and 10000.0 mg/dL,http://www.ama-assn.org/go/cpt,82310,mg/dL,8.0,10000.0
Bilirubin.total [Mass/volume] in Serum or Plasma between 1.0 and 530.0 umol/L,http://www.ama-assn.org/go/cpt,82247,umol/L,1.0,530.0
Cholesterol [Mass/volume] in Serum or Plasma between 1.0 and 15.0 mmol/L,http://www.ama-assn.org/go/cpt,82465,mmol/L,1.0,15.0
C-reactive protein measurement between 0.1 and 50.0 mg/dL,http://www.ama-assn.org/go/cpt,86140,mg/dL,0.1,50.0
Chloride [Moles/volume] in Serum or Plasma between 49.0 and 1000.0 10*-3.eq/L,http://www.ama-assn.org/go/cpt,82435,10*-3.eq/L,49.0,1000.0
Total cholesterol measurement between 0.0 and 1000.0 nmol/L,http://www.ama-assn.org/go/cpt,82465,nmol/L,0.0,1000.0
Calcium [Mass/volume] in Serum or Plasma between 2.0 and 81.0 mmol/L,http://www.ama-assn.org/go/cpt,82310,mmol/L,2.0,81.0
Albumin [Mass/volume] in Serum or Plasma between 1000.0 and 18000.0 mg/dL,http://www.ama-assn.org/go/cpt,82040,mg/dL,1000.0,18000.0
Testosterone Free [Mass/volume] in Serum or Plasma between 0.001 and 1000.0 pg/mL,http://www.ama-assn.org/go/cpt,84402,pg/mL,0.001,1000.0
Triiodothyronine (T3) [Mass/volume] in Serum or Plasma between 0.001 and 1000.0 ng/mL,http://www.ama-assn.org/go/cpt,84480,ng/mL,0.001,1000.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 20.0 mm,http://www.ama-assn.org/go/cpt,85014,mm,0.0,20.0
Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma between 20.0 and 731.0 [iU]/L,http://www.ama-assn.org/go/cpt,84075,[iU]/L,20.0,731.0
Cancer Ag 125 [Units/volume] in Serum or Plasma between 1.0 and 628.0 [arb'U]/mL,http://www.ama-assn.org/go/cpt,86304,[arb'U]/mL,1.0,628.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 70.0 F,http://www.ama-assn.org/go/cpt,85014,F,0.0,70.0
Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 u,http://www.ama-assn.org/go/cpt,84460,u,5.0,2000.0
Creatinine [Mass/volume] in Urine between 300.0 and 3000.0 mg/L,http://www.ama-assn.org/go/cpt,82570,mg/L,300.0,3000.0
Common Ragweed IgE Ab [Units/volume] in Serum between 1.0 and 42.0 10*3/uL,http://www.ama-assn.org/go/cpt,86003,10*3/uL,1.0,42.0
Bilirubin.direct [Mass/volume] in Serum or Plasma between 1.0 and 440.0 umol/L,http://www.ama-assn.org/go/cpt,82248,umol/L,1.0,440.0
Ceruloplasmin [Mass/volume] in Serum or Plasma between 164.0 and 439.0 umol/L,http://www.ama-assn.org/go/cpt,82390,umol/L,164.0,439.0
Creatinine [Mass/volume] in Urine between 0.01 and 40.0 g/L,http://www.ama-assn.org/go/cpt,82570,g/L,0.01,40.0
Bilirubin.total [Mass/volume] in Serum or Plasma between 0.0 and 100.0 mg/dL,http://www.ama-assn.org/go/cpt,82247,mg/dL,0.0,100.0
Magnesium [Mass/volume] in Serum or Plasma between 0.0 and 3.0 10*-3.eq/L,http://www.ama-assn.org/go/cpt,83735,10*-3.eq/L,0.0,3.0
Iron binding capacity [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,83550,%,0.0,100.0
Urea nitrogen [Mass/volume] in Serum or Plasma between 5.0 and 100.0 mg/dL,http://www.ama-assn.org/go/cpt,84520,mg/dL,5.0,100.0
