expectation_name,system,system_oid,code,ucum_code,low,high
Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma between 0.0 and 100.0 ng/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82105,ng/mL,0.0,100.0
Bilirubin.total [Moles/volume] in Serum or Plasma between 0.01 and 11.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82247,mg/dL,0.01,11.0
Bilirubin.direct [Mass/volume] in Serum or Plasma between 0.0 and 4.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82248,mg/dL,0.0,4.0
Calcium [Moles/volume] in Serum or Plasma between 8.0 and 10000.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82310,mg/dL,8.0,10000.0
Bicarbonate [Moles/volume] in Venous blood between 18.0 and 47.0 10*-3.eq/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82374,10*-3.eq/L,18.0,47.0
Carcinoembryonic Ag [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 ng/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82378,ng/mL,0.0,1000.0
Ceruloplasmin [Mass/volume] in Serum or Plasma between 19.0 and 1000.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82390,mg/dL,19.0,1000.0
Chloride [Moles/volume] in Serum or Plasma between 49.0 and 1000.0 10*-3.eq/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82435,10*-3.eq/L,49.0,1000.0
Cortisol [Mass/volume] in Serum or Plasma between 0.001 and 1000.0 ug/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82533,ug/dL,0.001,1000.0
Ferritin [Mass/volume] in Serum or Plasma between 0.01 and 400.0 ng/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82728,ng/mL,0.01,400.0
Glucose [Mass/volume] in Serum or Plasma --2 hours post meal between 1.0 and 200.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82950,mg/dL,1.0,200.0
Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma between 0.01 and 90.0 [iU]/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82977,[iU]/L,0.01,90.0
Haptoglobin [Mass/volume] in Serum or Plasma between 0.01 and 500.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,83010,mg/dL,0.01,500.0
Magnesium [Mass/volume] in Serum or Plasma between 0.0 and 3.0 10*-3.eq/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,83735,10*-3.eq/L,0.0,3.0
Natriuretic peptide B [Mass/volume] in Serum or Plasma between 0.0 and 5000.0 pg/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,83880,pg/mL,0.0,5000.0
pH of Urine between 5.0 and 11.0 pH,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,83986,pH,5.0,11.0
Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma between 20.0 and 731.0 [iU]/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84075,[iU]/L,20.0,731.0
Potassium [Moles/volume] in Serum or Plasma between 3.0 and 8.0 mmol,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84132,mmol,3.0,8.0
Lithium [Mass/volume] in Serum or Plasma between 0.0 and 3.0 ug/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,80178,ug/mL,0.0,3.0
Amiodarone [Mass/volume] in Serum or Plasma between 1.0 and 6.0 mg/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,80299,mg/L,1.0,6.0
Acetaminophen [Mass/volume] in Serum or Plasma between 0.0 and 6.0 ng/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82003,ng/mL,0.0,6.0
Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma between 0.0 and 100.0 ug/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82105,ug/L,0.0,100.0
Bilirubin.total [Moles/volume] in Serum or Plasma between 1.0 and 46.0 umol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82247,umol/L,1.0,46.0
Bilirubin.direct [Mass/volume] in Serum or Plasma between 4.2 and 107.0 mmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82248,mmol/L,4.2,107.0
Calcium.ionized [Mass/volume] in Blood between 1.0 and 7.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82330,mg/dL,1.0,7.0
Bicarbonate [Moles/volume] in Venous blood between 18.0 and 47.0 mmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82374,mmol/L,18.0,47.0
Ceruloplasmin [Mass/volume] in Serum or Plasma between 121.0 and 412.0 mg/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82390,mg/L,121.0,412.0
Total cholesterol measurement between 0.0 and 1000.0 nmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82465,nmol/L,0.0,1000.0
Creatinine measurement between 10.0 and 30.0 mg/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82565,mg/L,10.0,30.0
Creatinine [Mass/volume] in Body fluid between 10.0 and 30.0 mg/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82570,mg/L,10.0,30.0
Calcitriol [Mass/volume] in Serum or Plasma between 11.0 and 81.0 ng/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82652,ng/mL,11.0,81.0
Estradiol (E2) [Mass/volume] in Serum or Plasma between 0.0 and 20.0 ng/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82670,ng/dL,0.0,20.0
Ferritin [Mass/volume] in Serum or Plasma between 0.0 and 500.0 ug/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82728,ug/L,0.0,500.0
Glucose [Mass/volume] in Urine between 0.01 and 500.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82945,mg/dL,0.01,500.0
Fasting glucose [Mass/volume] in Serum or Plasma between 50.0 and 200.0 ng/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82947,ng/mL,50.0,200.0
Glucose [Mass/volume] in Serum or Plasma --2 hours post 75 g glucose PO between 1.0 and 1100.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82950,mg/dL,1.0,1100.0
Osmolality of Urine between 100.0 and 1000.0 mosm/kg,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,83935,mosm/kg,100.0,1000.0
Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma between 1.0 and 236.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84075,mg/dL,1.0,236.0
Digoxin [Mass/volume] in Serum or Plasma between 0.0 and 2.0 ug/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,80162,ug/L,0.0,2.0
Albumin [Mass/volume] in Serum or Plasma between 1.0 and 18.0 g/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82040,g/dL,1.0,18.0
Bilirubin.total [Mass/volume] in Serum or Plasma between 0.0 and 100.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82247,mg/dL,0.0,100.0
Bilirubin.direct [Mass/volume] in Serum or Plasma between 1.0 and 440.0 umol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82248,umol/L,1.0,440.0
Calcium [Moles/volume] in Serum or Plasma between 1.0 and 37.0 g/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82310,g/dL,1.0,37.0
Calcium.ionized [Mass/volume] in Blood between 1.0 and 3.0 mmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82330,mmol/L,1.0,3.0
"Carbon dioxide, total [Moles/volume] in Serum or Plasma between 20.0 and 100.0 10*-3.eq/L",http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82374,10*-3.eq/L,20.0,100.0
Ceruloplasmin [Mass/volume] in Serum or Plasma between 164.0 and 439.0 umol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82390,umol/L,164.0,439.0
Chloride [Moles/volume] in Serum or Plasma between 95.0 and 103.0 ng/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82435,ng/mL,95.0,103.0
Creatine kinase [Enzymatic activity/volume] in Serum or Plasma between 3.0 and 1000.0 [U]/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82550,[U]/L,3.0,1000.0
Calcitriol [Mass/volume] in Serum or Plasma between 20.0 and 373.0 pmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82652,pmol/L,20.0,373.0
Glucose [Mass/volume] in Cerebral spinal fluid between 1.0 and 100.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82945,mg/dL,1.0,100.0
Fasting glucose [Mass/volume] in Serum or Plasma between 50.0 and 500.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82947,mg/dL,50.0,500.0
Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma between 0.01 and 80.0 [U]/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82977,[U]/L,0.01,80.0
Iron [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,83540,%,0.0,100.0
Iron binding capacity [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,83550,%,0.0,100.0
Osmolality of Serum or Plasma between 220.0 and 420.0 mosm/kg,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,83930,mosm/kg,220.0,420.0
Osmolality of Urine between 100.0 and 1000.0 mosm,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,83935,mosm,100.0,1000.0
Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma between 4.2 and 37.0 g/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84075,g/dL,4.2,37.0
Potassium [Moles/volume] in Serum or Plasma between 3.0 and 8.0 mmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84132,mmol/L,3.0,8.0
Digoxin [Mass/volume] in Serum or Plasma between 0.0 and 2.0 nmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,80162,nmol/L,0.0,2.0
Albumin [Mass/volume] in Serum or Plasma between 1.0 and 18.0 g/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82040,g/L,1.0,18.0
Beta-2-Microglobulin [Mass/volume] in Serum or Plasma between 0.01 and 11.0 mg/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82232,mg/L,0.01,11.0
Bilirubin.direct [Mass/volume] in Serum or Plasma between 1.0 and 35.0 g/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82248,g/dL,1.0,35.0
Calcium.ionized [Mass/volume] in Blood between 870.0 and 1500.0 umol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82330,umol/L,870.0,1500.0
"Carbon dioxide, total [Moles/volume] in Serum or Plasma between 360.0 and 1000.0 mg/dL",http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82374,mg/dL,360.0,1000.0
Chloride [Moles/volume] in Serum or Plasma between 0.0 and 180.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82435,mg/dL,0.0,180.0
Total cholesterol measurement between 1.0 and 10.0 g/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82465,g/L,1.0,10.0
Creatinine [Mass/volume] in Serum or Plasma between 0.1 and 5.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82565,mg/dL,0.1,5.0
Estradiol (E2) [Mass/volume] in Serum or Plasma between 0.0 and 500.0 ng/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82670,ng/L,0.0,500.0
Osmolality of Serum or Plasma between 220.0 and 420.0 mosm,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,83930,mosm,220.0,420.0
Beta-2-Microglobulin [Mass/volume] in Serum or Plasma between 100.0 and 6000.0 ug/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82232,ug/L,100.0,6000.0
Chloride [Moles/volume] in Serum or Plasma between 49.0 and 212.0 mmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82435,mmol/L,49.0,212.0
Beta-2-Microglobulin [Mass/volume] in Serum or Plasma between 0.01 and 6.0 g/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82232,g/dL,0.01,6.0
Serum total cholesterol measurement between 50.0 and 500.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82465,mg/dL,50.0,500.0
Creatinine [Mass/volume] in Serum or Plasma between 3.5 and 142.0 mmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82565,mmol/L,3.5,142.0
Creatinine [Mass/time] in 24 hour Urine between 100.0 and 4000.0 mg/(24.h),http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82570,mg/(24.h),100.0,4000.0
Beta-2-Microglobulin [Mass/volume] in Serum or Plasma between 0.01 and 60.0 g/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82232,g/L,0.01,60.0
Calcium [Mass/volume] in Serum or Plasma between 2.0 and 81.0 mmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82310,mmol/L,2.0,81.0
Creatinine [Moles/volume] in Serum or Plasma between 0.1 and 5.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82565,mg/dL,0.1,5.0
Creatinine [Mass/time] in 24 hour Urine between 1.0 and 1000.0 g/(24.h),http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82570,g/(24.h),1.0,1000.0
Cholesterol [Mass/volume] in Serum or Plasma between 90.0 and 400.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82465,mg/dL,90.0,400.0
Creatinine [Moles/volume] in Serum or Plasma between 10.0 and 200.0 umol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82565,umol/L,10.0,200.0
Creatinine [Mass/volume] in Urine between 17.0 and 500.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82570,mg/dL,17.0,500.0
Creatinine [Mass/volume] in Serum or Plasma between 2.5 and 36.0 g/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82565,g/dL,2.5,36.0
Creatinine [Mass/volume] in Urine between 0.01 and 51.0 mg/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82570,mg/mL,0.01,51.0
Creatinine [Mass/volume] in Urine between 2.0 and 706.0 ng/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82570,ng/mL,2.0,706.0
Creatinine [Mass/volume] in Urine between 1.0 and 8.0 mg/g,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82570,mg/g,1.0,8.0
Progesterone [Mass/volume] in Serum or Plasma between 0.0 and 10.0 ng/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84144,ng/mL,0.0,10.0
Prolactin [Mass/volume] in Serum or Plasma between 1.0 and 1000.0 ng/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84146,ng/mL,1.0,1000.0
Prostate specific Ag [Mass/volume] in Serum or Plasma between 0.0 and 20.0 ng/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84153,ng/mL,0.0,20.0
Prostate Specific Ag Free [Mass/volume] in Serum or Plasma between 0.0 and 10.0 ng/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84154,ng/mL,0.0,10.0
Protein [Mass/volume] in Serum or Plasma between 6.0 and 15.0 g/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84155,g/dL,6.0,15.0
Sex hormone binding globulin [Moles/volume] in Serum or Plasma between 0.01 and 200.0 nmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84270,nmol/L,0.01,200.0
Sodium [Moles/volume] in Serum or Plasma between 100.0 and 150.0 10*-3.eq/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84295,10*-3.eq/L,100.0,150.0
Testosterone Free [Mass/volume] in Serum or Plasma between 0.001 and 1000.0 pg/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84402,pg/mL,0.001,1000.0
Thyroglobulin [Mass/volume] in Serum or Plasma between 0.0 and 6000.0 ng/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84432,ng/mL,0.0,6000.0
Thyrotropin [Units/volume] in Serum or Plasma between 0.001 and 100.0 10*-3.[U]/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84443,10*-3.[U]/L,0.001,100.0
Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 [iU]/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84450,[iU]/L,5.0,2000.0
Transferrin [Mass/volume] in Serum or Plasma between 100.0 and 1000.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84466,mg/dL,100.0,1000.0
Triglyceride [Mass/volume] in Serum or Plasma between 40.0 and 1000.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84478,mg/dL,40.0,1000.0
Triiodothyronine (T3) [Mass/volume] in Serum or Plasma between 0.001 and 1000.0 ng/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84480,ng/mL,0.001,1000.0
Urea nitrogen [Mass/volume] in Serum or Plasma between 5.0 and 100.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84520,mg/dL,5.0,100.0
Urate [Mass/volume] in Urine between 200.0 and 1000.0 mg/(24.h),http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84560,mg/(24.h),200.0,1000.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 0.5 L/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,85014,L/L,0.0,0.5
C reactive protein [Mass/volume] in Serum or Plasma between 0.0 and 5.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86140,mg/dL,0.0,5.0
C-reactive protein measurement between 0.1 and 50.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86141,mg/dL,0.1,50.0
Cancer Ag 125 [Units/volume] in Serum or Plasma between 1.0 and 628.0 [iU]/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86304,[iU]/mL,1.0,628.0
Rheumatoid factor [Units/volume] in Serum by Nephelometry between 0.0 and 100.0 [iU]/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86431,[iU]/mL,0.0,100.0
Prostate specific Ag [Mass/volume] in Serum or Plasma between 0.0 and 60.0 ng/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84153,ng/dL,0.0,60.0
Protein [Mass/volume] in Serum or Plasma between 0.0 and 100.0 g/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84155,g/L,0.0,100.0
Sex hormone binding globulin [Moles/volume] in Serum or Plasma between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84270,%,0.0,100.0
Testosterone Free [Mass/volume] in Serum or Plasma between 0.001 and 1000.0 ng/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84402,ng/dL,0.001,1000.0
Thyroxine (T4) [Mass/volume] in Serum or Plasma between 0.1 and 10.0 ug/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84436,ug/dL,0.1,10.0
Thyrotropin [Units/volume] in Serum or Plasma between 0.1 and 20.0 10*-3.[iU]/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84443,10*-3.[iU]/L,0.1,20.0
Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 u,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84460,u,5.0,2000.0
Triglyceride [Mass/volume] in Serum or Plasma between 1.0 and 10.0 mmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84478,mmol/L,1.0,10.0
Urate [Mass/volume] in Serum or Plasma between 0.001 and 0.01 g/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84550,g/dL,0.001,0.01
Urate [Mass/volume] in Urine between 0.0 and 100.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84560,mg/dL,0.0,100.0
C reactive protein [Mass/volume] in Serum or Plasma between 50.0 and 2300.0 pmol/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84681,pmol/L,50.0,2300.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 50.0 u,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,85014,u,0.0,50.0
European house dust mite IgE Ab [Units/volume] in Serum between 0.0 and 20.0 10*3/uL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86003,10*3/uL,0.0,20.0
C reactive protein [Mass/volume] in Serum or Plasma between 0.0 and 24.0 mg/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86140,mg/L,0.0,24.0
C-reactive protein measurement between 0.0 and 544.0 mg/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86141,mg/L,0.0,544.0
Complement C3 [Mass/volume] in Serum or Plasma between 560.0 and 2000.0 mg/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86160,mg/L,560.0,2000.0
Rheumatoid factor [Units/volume] in Serum by Nephelometry between 0.0 and 1000.0 [iU]/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86431,[iU]/L,0.0,1000.0
Protein [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84155,%,0.0,100.0
Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 g/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84450,g/dL,5.0,2000.0
Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 [iU]/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84460,[iU]/L,5.0,2000.0
Urea nitrogen [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84520,%,0.0,100.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 50.0 m,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,85014,m,0.0,50.0
C-reactive protein measurement between 1.0 and 18.0 mg,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86141,mg,1.0,18.0
Rheumatoid factor [Units/volume] in Serum or Plasma between 0.0 and 100.0 [iU]/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86431,[iU]/mL,0.0,100.0
Thyrotropin [Units/volume] in Serum or Plasma between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84443,%,0.0,100.0
Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84460,mg/dL,5.0,2000.0
European house dust mite IgE Ab [Units/volume] in Serum between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,86003,%,0.0,100.0
Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 ug/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,84460,ug/dL,5.0,2000.0
